NISCode;houses_sum_ParcelsNumber;houses_avg_PriceP25;houses_avg_PriceP50;houses_avg_PriceP75;houses_avg_ParcelsAreaP50;houses_average_price_m2;houses_avg_PriceP50_filled;houses_avg_PriceP50_status;houses_avg_PriceP50_distance_m;houses_average_price_m2_filled;houses_average_price_m2_status;houses_average_price_m2_distance_m
62063H472;;;;;;;167000;imputed_nearest_neighbour;182.94148486437928;1637.25490196078;imputed_nearest_neighbour;182.94148486437928
62063H5MA;;;;;;;241000;imputed_nearest_neighbour;1005.8046327710463;860.714285714286;imputed_nearest_neighbour;1005.8046327710463
62063H5NP;;;;;;;222500;imputed_nearest_neighbour;755.3606533190988;1412.69841269841;imputed_nearest_neighbour;755.3606533190988
62063H5QA;2;;;;1314;;295000;imputed_nearest_neighbour;929.651647301618;462.020360219264;imputed_nearest_neighbour;929.651647301618
62063H61-;5;;;;193.25;;157000;imputed_nearest_neighbour;399.7583264421596;230.882352941176;imputed_nearest_neighbour;399.7583264421596
62063J270;1;;;;108;;131500;imputed_nearest_neighbour;459.6777090521073;591.011235955056;imputed_nearest_neighbour;459.6777090521073
62063K1AP;3;;;;287;;185000;imputed_nearest_neighbour;490.801739413513;802.603036876356;imputed_nearest_neighbour;490.801739413513
62063M2AP;4;;;;270.5;;160000;imputed_nearest_neighbour;747.2360292774138;655.737704918033;imputed_nearest_neighbour;747.2360292774138
62079A113;3;;;;880;;192500;imputed_nearest_neighbour;708.5048242713995;562.043795620438;imputed_nearest_neighbour;708.5048242713995
62079A191;2;;;;1910;;245000;imputed_nearest_neighbour;381.51219972406415;921.052631578947;imputed_nearest_neighbour;381.51219972406415
62079B02-;4;;;;304.5;;192000;imputed_nearest_neighbour;497.9103563008204;952.853598014888;imputed_nearest_neighbour;497.9103563008204
62079B072;;;;;;;225000;imputed_nearest_neighbour;281.9393635469972;900;imputed_nearest_neighbour;281.9393635469972
62079C291;;;;;;;262500;imputed_nearest_neighbour;508.4655146889186;649.752475247525;imputed_nearest_neighbour;508.4655146889186
62079B179;3;;;;686.25;;235000;imputed_nearest_neighbour;954.9579805053856;795.262267343486;imputed_nearest_neighbour;954.9579805053856
62079B191;4;;;;703;;235000;imputed_nearest_neighbour;577.6033698062668;795.262267343486;imputed_nearest_neighbour;577.6033698062668
62079B291;2;;;;300;;225000;imputed_nearest_neighbour;644.1915838100119;900;imputed_nearest_neighbour;644.1915838100119
62079C020;3;;;;630;;235000;imputed_nearest_neighbour;938.3702236128673;391.666666666667;imputed_nearest_neighbour;938.3702236128673
62079C099;2;;;;1969;;295000;imputed_nearest_neighbour;425.8359168106573;1053.57142857143;imputed_nearest_neighbour;425.8359168106573
62079C111;;;;;;;182500;imputed_nearest_neighbour;387.23545752296764;1957.10455764075;imputed_nearest_neighbour;387.23545752296764
63087A70-;;;;;;;115000;imputed_nearest_neighbour;3167.602467645956;237.603305785124;imputed_nearest_neighbour;3167.602467645956
62079D091;;;;;;;240000;imputed_nearest_neighbour;719.6640500219587;438.356164383562;imputed_nearest_neighbour;719.6640500219587
62079D27-;;;;;;;210000;imputed_nearest_neighbour;719.5627214383926;1162.36162361624;imputed_nearest_neighbour;719.5627214383926
62079D470;;;;;;;159250;imputed_nearest_neighbour;870.5098562114883;2227.27272727273;imputed_nearest_neighbour;870.5098562114883
62079D870;;;;;;;269500;imputed_nearest_neighbour;919.431171789013;673.75;imputed_nearest_neighbour;919.431171789013
63087A79-;;;;;;;115000;imputed_nearest_neighbour;3835.284747728148;237.603305785124;imputed_nearest_neighbour;3835.284747728148
62079F022;2;;;;935.5;;229750;imputed_nearest_neighbour;514.9556819866292;919;imputed_nearest_neighbour;514.9556819866292
62079F091;1;;;;2652;;229750;imputed_nearest_neighbour;736.6387887278876;919;imputed_nearest_neighbour;736.6387887278876
62093A093;1;;;;1028;;234000;imputed_nearest_neighbour;403.77858437650616;1063.63636363636;imputed_nearest_neighbour;403.77858437650616
62093A19-;3;;;;600;;141500;imputed_nearest_neighbour;478.8191902115072;912.903225806452;imputed_nearest_neighbour;478.8191902115072
62096A172;;;;;;;122450;imputed_nearest_neighbour;583.8337650571243;934.732824427481;imputed_nearest_neighbour;583.8337650571243
62096A232;3;;;;309;;160000;imputed_nearest_neighbour;444.1660280246884;1259.84251968504;imputed_nearest_neighbour;444.1660280246884
62096A242;1;;;;171;;154000;imputed_nearest_neighbour;473.64258789908695;555.956678700361;imputed_nearest_neighbour;473.64258789908695
62096A272;;;;;;;176500;imputed_nearest_neighbour;315.99641309343315;1056.88622754491;imputed_nearest_neighbour;315.99641309343315
62096A281;1;;;;806;;154000;imputed_nearest_neighbour;705.9927550724808;555.956678700361;imputed_nearest_neighbour;705.9927550724808
62096A372;7;;;;748.75;;113500;imputed_nearest_neighbour;525.029249658034;534.117647058824;imputed_nearest_neighbour;525.029249658034
62096A392;;;;;;;155000;imputed_nearest_neighbour;271.50024736524523;539.130434782609;imputed_nearest_neighbour;271.50024736524523
62096A591;;;;;;;325000;imputed_nearest_neighbour;1339.4097433597085;1096.12141652614;imputed_nearest_neighbour;1339.4097433597085
62096A690;3;;;;301.5;;164500;imputed_nearest_neighbour;542.0991983615523;828.715365239295;imputed_nearest_neighbour;542.0991983615523
62096B072;3;;;;128;;150000;imputed_nearest_neighbour;309.7874480988516;802.139037433155;imputed_nearest_neighbour;309.7874480988516
62096B10-;4;;;;139.5;;200000;imputed_nearest_neighbour;545.2935961785256;547.945205479452;imputed_nearest_neighbour;545.2935961785256
62099A132;;;;;;;255500;imputed_nearest_neighbour;279.67311983475565;919.064748201439;imputed_nearest_neighbour;279.67311983475565
62096B273;;;;;;;150000;imputed_nearest_neighbour;428.7499780775916;802.139037433155;imputed_nearest_neighbour;428.7499780775916
62096C373;;;;;;;130750;imputed_nearest_neighbour;431.92704085615065;782.934131736527;imputed_nearest_neighbour;431.92704085615065
62096C501;4;;;;621;;284500;imputed_nearest_neighbour;528.7834142015307;1576.17728531856;imputed_nearest_neighbour;528.7834142015307
62096C591;2;;;;1052.5;;210000;imputed_nearest_neighbour;728.132892112935;997.624703087886;imputed_nearest_neighbour;728.132892112935
62096D032;2;;;;603.5;;270000;imputed_nearest_neighbour;641.3520363223105;435.835351089588;imputed_nearest_neighbour;641.3520363223105
62099A020;3;;;;300;;245620;imputed_nearest_neighbour;517.9991172460697;763.98133748056;imputed_nearest_neighbour;517.9991172460697
62099A12-;3;;;;998.25;;255500;imputed_nearest_neighbour;338.27517093207484;919.064748201439;imputed_nearest_neighbour;338.27517093207484
62099A191;4;;;;849;;240000;imputed_nearest_neighbour;614.2612124739157;619.354838709677;imputed_nearest_neighbour;614.2612124739157
62099D29-;1;;;;934;;251000;imputed_nearest_neighbour;393.6565121260077;714.082503556188;imputed_nearest_neighbour;393.6565121260077
62099B162;;;;;;;270000;imputed_nearest_neighbour;504.39148129827424;523.255813953488;imputed_nearest_neighbour;504.39148129827424
62099C212;2;;;;390.5;;251000;imputed_nearest_neighbour;323.4105924791996;714.082503556188;imputed_nearest_neighbour;323.4105924791996
62099D00-;3;;;;225;;265000;imputed_nearest_neighbour;676.1640676185923;291.529152915292;imputed_nearest_neighbour;676.1640676185923
62099E00-;2;;;;266.5;;549500;imputed_nearest_neighbour;691.0250200714096;706.298200514139;imputed_nearest_neighbour;691.0250200714096
62099E09-;3;;;;1440;;265000;imputed_nearest_neighbour;943.6908777315341;291.529152915292;imputed_nearest_neighbour;943.6908777315341
62099E29-;1;;;;1975;;253000;imputed_nearest_neighbour;852.1515689048066;485.604606525912;imputed_nearest_neighbour;852.1515689048066
62120A486;;;;;;;276000;imputed_nearest_neighbour;342.0741578631593;346.298619824341;imputed_nearest_neighbour;342.0741578631593
62100A082;2;;;;3777;;227500;imputed_nearest_neighbour;1253.4572401147116;875;imputed_nearest_neighbour;1253.4572401147116
62100A10-;4;;;;360;;300000;imputed_nearest_neighbour;1607.2847723591444;760.456273764259;imputed_nearest_neighbour;1607.2847723591444
62100A19-;;;;;;;185000;imputed_nearest_neighbour;1292.7393181671907;772.442588726514;imputed_nearest_neighbour;1292.7393181671907
62100A212;3;;;;1108;;192000;imputed_nearest_neighbour;931.7509251632544;343.163538873995;imputed_nearest_neighbour;931.7509251632544
62118D10-;3;;;;370;;295000;imputed_nearest_neighbour;536.8682485205948;300.101729399797;imputed_nearest_neighbour;536.8682485205948
62100A291;5;;;;1938.75;;250000;imputed_nearest_neighbour;803.5930013674742;1190.47619047619;imputed_nearest_neighbour;803.5930013674742
62118D11-;;;;;;;295000;imputed_nearest_neighbour;392.63913624112877;300.101729399797;imputed_nearest_neighbour;392.63913624112877
62100A391;;;;;;;192000;imputed_nearest_neighbour;697.3103332202372;343.163538873995;imputed_nearest_neighbour;697.3103332202372
62100A3PA;3;;;;842;;397500;imputed_nearest_neighbour;416.58183544781235;237.313432835821;imputed_nearest_neighbour;416.58183544781235
62100A49-;2;;;;132.5;;185000;imputed_nearest_neighbour;610.276784970972;772.442588726514;imputed_nearest_neighbour;610.276784970972
62100A790;4;;;;330;;202500;imputed_nearest_neighbour;695.4916176519952;375;imputed_nearest_neighbour;695.4916176519952
62100A60-;4;;;;295;;202500;imputed_nearest_neighbour;1401.3787950856608;375;imputed_nearest_neighbour;1401.3787950856608
62100A893;;;;;;;397500;imputed_nearest_neighbour;1092.5890865648948;237.313432835821;imputed_nearest_neighbour;1092.5890865648948
62100A690;;;;;;;185000;imputed_nearest_neighbour;1803.458479758619;791.44385026738;imputed_nearest_neighbour;1803.458479758619
62100B122;4;;;;1509.5;;327000;imputed_nearest_neighbour;892.9555100857799;307.475317348378;imputed_nearest_neighbour;892.9555100857799
62100B3MB;3;;;;1000;;277777;imputed_nearest_neighbour;1492.8817708816698;447.666398066076;imputed_nearest_neighbour;1492.8817708816698
62100D00-;4;;;;756;;420000;imputed_nearest_neighbour;299.3038009873388;376.344086021505;imputed_nearest_neighbour;299.3038009873388
62100B3PB;3;;;;1955;;277777;imputed_nearest_neighbour;2126.815167843025;447.666398066076;imputed_nearest_neighbour;2126.815167843025
62100B40-;;;;;;;277777;imputed_nearest_neighbour;838.3549608173115;447.666398066076;imputed_nearest_neighbour;838.3549608173115
63086B563;;;;;;;170000;imputed_nearest_neighbour;997.0961185654153;542.264752791069;imputed_nearest_neighbour;997.0961185654153
62100B49-;4;;;;1093.5;;397500;imputed_nearest_neighbour;1391.7773311591147;237.313432835821;imputed_nearest_neighbour;1391.7773311591147
62100C012;1;;;;927;;300000;imputed_nearest_neighbour;458.9393178256104;760.456273764259;imputed_nearest_neighbour;458.9393178256104
62100C091;3;;;;2083;;300000;imputed_nearest_neighbour;366.26513942789086;760.456273764259;imputed_nearest_neighbour;366.26513942789086
62100C190;5;;;;534;;290000;imputed_nearest_neighbour;1102.003575831255;753.246753246753;imputed_nearest_neighbour;1102.003575831255
62100D100;1;;;;429;;275000;imputed_nearest_neighbour;486.640242958188;56.8739982420764;imputed_nearest_neighbour;486.640242958188
62100D190;4;;;;986.5;;275000;imputed_nearest_neighbour;838.758386393868;56.8739982420764;imputed_nearest_neighbour;838.758386393868
62100D20-;;;;;;;240000;imputed_nearest_neighbour;1179.4879788001203;204.690831556503;imputed_nearest_neighbour;1179.4879788001203
62108A07-;;;;;;;240000;imputed_nearest_neighbour;981.5761278885914;774.193548387097;imputed_nearest_neighbour;981.5761278885914
62100D290;3;;;;260;;225000;imputed_nearest_neighbour;1242.8033856669172;544.464609800363;imputed_nearest_neighbour;1242.8033856669172
62100D30-;1;;;;601;;750000;imputed_nearest_neighbour;1428.865575954931;222.156398104265;imputed_nearest_neighbour;1428.865575954931
62108A082;;;;;;;255000;imputed_nearest_neighbour;317.5174329397314;1482.55813953488;imputed_nearest_neighbour;317.5174329397314
62100D39-;3;;;;501;;750000;imputed_nearest_neighbour;1048.5410930296316;222.156398104265;imputed_nearest_neighbour;1048.5410930296316
62100E00-;;;;;;;180000;imputed_nearest_neighbour;1113.6465279519434;173.410404624277;imputed_nearest_neighbour;1113.6465279519434
62100E09-;;;;;;;180000;imputed_nearest_neighbour;1351.9971098462909;173.410404624277;imputed_nearest_neighbour;1351.9971098462909
62100E10-;3;;;;263;;377000;imputed_nearest_neighbour;658.7373318210749;262.078554049357;imputed_nearest_neighbour;658.7373318210749
63086C10-;1;;;;359;;250000;imputed_nearest_neighbour;1536.1651775045505;377.786173026067;imputed_nearest_neighbour;1536.1651775045505
62100E223;3;;;;1356;;720000;imputed_nearest_neighbour;537.6647655467117;234.146341463415;imputed_nearest_neighbour;537.6647655467117
63086C19-;;;;;;;250000;imputed_nearest_neighbour;3027.612197333948;377.786173026067;imputed_nearest_neighbour;3027.612197333948
62100E291;3;;;;973;;275000;imputed_nearest_neighbour;992.2337842435886;56.8739982420764;imputed_nearest_neighbour;992.2337842435886
62108A112;2;;;;578.5;;275000;imputed_nearest_neighbour;649.3899365534203;935.374149659864;imputed_nearest_neighbour;649.3899365534203
62108A191;;;;;;;274500;imputed_nearest_neighbour;1069.619734291828;944.922547332186;imputed_nearest_neighbour;1069.619734291828
62108A30-;;;;;;;275000;imputed_nearest_neighbour;824.2612943220273;935.374149659864;imputed_nearest_neighbour;824.2612943220273
62108A312;;;;;;;275000;imputed_nearest_neighbour;406.368199466607;935.374149659864;imputed_nearest_neighbour;406.368199466607
62108A391;;;;;;;413400;imputed_nearest_neighbour;908.3691711150498;492.729439809297;imputed_nearest_neighbour;908.3691711150498
62108B091;3;;;;1647;;382000;imputed_nearest_neighbour;493.62825045308307;622.403258655805;imputed_nearest_neighbour;493.62825045308307
62108B101;;;;;;;229000;imputed_nearest_neighbour;514.0323000309999;974.468085106383;imputed_nearest_neighbour;514.0323000309999
62108B192;;;;;;;229000;imputed_nearest_neighbour;607.7942559487453;974.468085106383;imputed_nearest_neighbour;607.7942559487453
62108C000;4;;;;162.5;;210000;imputed_nearest_neighbour;315.10631457475296;1296.2962962963;imputed_nearest_neighbour;315.10631457475296
62108C080;2;;;;252;;210000;imputed_nearest_neighbour;694.167434520039;1296.2962962963;imputed_nearest_neighbour;694.167434520039
62108C09-;1;;;;831;;210000;imputed_nearest_neighbour;916.1986657300832;1296.2962962963;imputed_nearest_neighbour;916.1986657300832
62108C191;1;;;;358;;176250;imputed_nearest_neighbour;374.6313914833385;364.152892561983;imputed_nearest_neighbour;374.6313914833385
62108C29-;3;;;;830;;235000;imputed_nearest_neighbour;515.8929209718499;671.428571428571;imputed_nearest_neighbour;515.8929209718499
62108D020;4;;;;184.5;;159250;imputed_nearest_neighbour;208.40030535060646;2227.27272727273;imputed_nearest_neighbour;208.40030535060646
62108D080;;;;;;;159250;imputed_nearest_neighbour;598.5545265070729;2227.27272727273;imputed_nearest_neighbour;598.5545265070729
62108D090;2;;;;419.5;;269500;imputed_nearest_neighbour;482.49109165455053;673.75;imputed_nearest_neighbour;482.49109165455053
62108D180;1;;;;836;;232000;imputed_nearest_neighbour;775.9272532300567;741.214057507987;imputed_nearest_neighbour;775.9272532300567
62108E1MN;1;;;;542;;277750;imputed_nearest_neighbour;406.1810233793856;1115.46184738956;imputed_nearest_neighbour;406.1810233793856
62108F0PN;2;;;;675;;207000;imputed_nearest_neighbour;810.6638166081381;1061.53846153846;imputed_nearest_neighbour;810.6638166081381
62118A189;2;;;;524.5;;259000;imputed_nearest_neighbour;674.2773484759825;768.545994065282;imputed_nearest_neighbour;674.2773484759825
62118B083;1;;;;46;;163750;imputed_nearest_neighbour;454.73791643858175;2059.74842767296;imputed_nearest_neighbour;454.73791643858175
62118B09-;;;;;;;165000;imputed_nearest_neighbour;434.02750033579474;676.229508196721;imputed_nearest_neighbour;434.02750033579474
62118B112;1;;;;298;;197510;imputed_nearest_neighbour;295.69192559232783;949.567307692308;imputed_nearest_neighbour;295.69192559232783
62118B123;1;;;;316;;197510;imputed_nearest_neighbour;634.8118922328699;949.567307692308;imputed_nearest_neighbour;634.8118922328699
62118B3MJ;;;;;;;205000;imputed_nearest_neighbour;642.2107546590255;683.333333333333;imputed_nearest_neighbour;642.2107546590255
62118C282;;;;;;;210000;imputed_nearest_neighbour;1151.459627711176;322.8285933897;imputed_nearest_neighbour;1151.459627711176
62118D01-;2;;;;1189;;210000;imputed_nearest_neighbour;597.4819232111331;440.713536201469;imputed_nearest_neighbour;597.4819232111331
62118D081;3;;;;452;;210000;imputed_nearest_neighbour;967.7903003456488;440.713536201469;imputed_nearest_neighbour;967.7903003456488
62118D091;4;;;;1233.5;;210000;imputed_nearest_neighbour;689.0020163789088;440.713536201469;imputed_nearest_neighbour;689.0020163789088
62118F091;2;;;;619;;237500;imputed_nearest_neighbour;551.6367855631788;333.333333333333;imputed_nearest_neighbour;551.6367855631788
62118D49-;2;;;;867;;295000;imputed_nearest_neighbour;921.0512429657161;300.101729399797;imputed_nearest_neighbour;921.0512429657161
62118E090;2;;;;1097;;310000;imputed_nearest_neighbour;773.9916578827609;384.615384615385;imputed_nearest_neighbour;773.9916578827609
62118F02-;4;;;;504.5;;237500;imputed_nearest_neighbour;687.658604572056;333.333333333333;imputed_nearest_neighbour;687.658604572056
62118F19-;;;;;;;200000;imputed_nearest_neighbour;710.2879987473949;299.625468164794;imputed_nearest_neighbour;710.2879987473949
62119B112;1;;;;590;;247500;imputed_nearest_neighbour;518.9071847253833;985.074626865672;imputed_nearest_neighbour;518.9071847253833
62120A490;;;;;;;311500;imputed_nearest_neighbour;885.1937611073939;234.210526315789;imputed_nearest_neighbour;885.1937611073939
62119B012;;;;;;;239000;imputed_nearest_neighbour;408.6918974797316;1132.70142180095;imputed_nearest_neighbour;408.6918974797316
62119B191;1;;;;1156;;247500;imputed_nearest_neighbour;838.371179183401;985.074626865672;imputed_nearest_neighbour;838.371179183401
62119B292;3;;;;591;;239000;imputed_nearest_neighbour;1706.1095886209966;1132.70142180095;imputed_nearest_neighbour;1706.1095886209966
62119C083;;;;;;;330000;imputed_nearest_neighbour;533.5605630660887;488.165680473373;imputed_nearest_neighbour;533.5605630660887
62119C091;4;;;;935;;233000;imputed_nearest_neighbour;372.6207314113714;420.57761732852;imputed_nearest_neighbour;372.6207314113714
62119C182;;;;;;;330000;imputed_nearest_neighbour;659.6291657066549;488.165680473373;imputed_nearest_neighbour;659.6291657066549
62119C192;3;;;;918;;330000;imputed_nearest_neighbour;501.6957712074373;488.165680473373;imputed_nearest_neighbour;501.6957712074373
62119D312;4;;;;1008;;250500;imputed_nearest_neighbour;456.9946180346115;1527.43902439024;imputed_nearest_neighbour;456.9946180346115
62119D38-;;;;;;;250500;imputed_nearest_neighbour;515.6874793359249;1527.43902439024;imputed_nearest_neighbour;515.6874793359249
62120A172;2;;;;302;;157200;imputed_nearest_neighbour;287.1045497215723;766.829268292683;imputed_nearest_neighbour;287.1045497215723
62120A221;1;;;;237;;209000;imputed_nearest_neighbour;408.9871192473752;810.077519379845;imputed_nearest_neighbour;408.9871192473752
62120A292;3;;;;536;;215000;imputed_nearest_neighbour;391.8909824350447;915.867944621938;imputed_nearest_neighbour;391.8909824350447
62120A370;;;;;;;173000;imputed_nearest_neighbour;451.6487786886928;1138.15789473684;imputed_nearest_neighbour;451.6487786886928
62120A402;2;;;;740.5;;215000;imputed_nearest_neighbour;582.8104923713139;915.867944621938;imputed_nearest_neighbour;582.8104923713139
62120A423;;;;;;;311500;imputed_nearest_neighbour;847.4723004469414;234.210526315789;imputed_nearest_neighbour;847.4723004469414
62120A511;;;;;;;209000;imputed_nearest_neighbour;592.7546314604507;810.077519379845;imputed_nearest_neighbour;592.7546314604507
62120A580;;;;;;;157200;imputed_nearest_neighbour;555.8304268385009;766.829268292683;imputed_nearest_neighbour;555.8304268385009
62120A584;;;;;;;276000;imputed_nearest_neighbour;730.9590215395632;346.298619824341;imputed_nearest_neighbour;730.9590215395632
62120A611;4;;;;1232.5;;230000;imputed_nearest_neighbour;508.90517030689017;251.366120218579;imputed_nearest_neighbour;508.90517030689017
62120A780;;;;;;;179000;imputed_nearest_neighbour;423.88620124863405;877.450980392157;imputed_nearest_neighbour;423.88620124863405
62120A793;;;;;;;164500;imputed_nearest_neighbour;532.1576825664317;548.333333333333;imputed_nearest_neighbour;532.1576825664317
62120A822;1;;;;780;;160000;imputed_nearest_neighbour;305.5008794761054;829.015544041451;imputed_nearest_neighbour;305.5008794761054
62120A872;1;;;;194;;139000;imputed_nearest_neighbour;479.09270940323216;792.022792022792;imputed_nearest_neighbour;479.09270940323216
62120B070;;;;;;;257500;imputed_nearest_neighbour;504.3071161711149;470.749542961609;imputed_nearest_neighbour;504.3071161711149
62120B151;1;;;;1099;;160000;imputed_nearest_neighbour;274.9477949123943;1259.84251968504;imputed_nearest_neighbour;274.9477949123943
62120B173;;;;;;;170685;imputed_nearest_neighbour;419.30580648415514;844.975247524752;imputed_nearest_neighbour;419.30580648415514
62120B203;;;;;;;240000;imputed_nearest_neighbour;339.1583448894606;384.307445956765;imputed_nearest_neighbour;339.1583448894606
62120B204;2;;;;811;;240000;imputed_nearest_neighbour;714.1200640662707;384.307445956765;imputed_nearest_neighbour;714.1200640662707
62120B2PJ;;;;;;;240000;imputed_nearest_neighbour;323.2509824297076;384.307445956765;imputed_nearest_neighbour;323.2509824297076
62120B482;;;;;;;206500;imputed_nearest_neighbour;576.6763441101247;1345.27687296417;imputed_nearest_neighbour;576.6763441101247
62120B481;2;;;;585.5;;240000;imputed_nearest_neighbour;907.1898629667497;384.307445956765;imputed_nearest_neighbour;907.1898629667497
62120B490;3;;;;1047;;257500;imputed_nearest_neighbour;1066.0633301676303;470.749542961609;imputed_nearest_neighbour;1066.0633301676303
62120B492;;;;;;;240000;imputed_nearest_neighbour;716.7720186750985;384.307445956765;imputed_nearest_neighbour;716.7720186750985
62120C695;;;;;;;170000;imputed_nearest_neighbour;920.464977865768;320.15065913371;imputed_nearest_neighbour;920.464977865768
62120C045;;;;;;;200000;imputed_nearest_neighbour;564.3936334063804;377.358490566038;imputed_nearest_neighbour;564.3936334063804
62120C091;6;;;;438.5;;200000;imputed_nearest_neighbour;481.0867397698335;377.358490566038;imputed_nearest_neighbour;481.0867397698335
62120C696;;;;;;;170000;imputed_nearest_neighbour;1185.392602610015;320.15065913371;imputed_nearest_neighbour;1185.392602610015
62120C300;4;;;;269.5;;171000;imputed_nearest_neighbour;431.3810236720076;289.830508474576;imputed_nearest_neighbour;431.3810236720076
62120C380;2;;;;1503.5;;234025;imputed_nearest_neighbour;418.6029296132663;174.64552238806;imputed_nearest_neighbour;418.6029296132663
62120C584;;;;;;;200000;imputed_nearest_neighbour;631.5318336411755;377.358490566038;imputed_nearest_neighbour;631.5318336411755
62120C5PN;1;;;;315;;171000;imputed_nearest_neighbour;888.7736568077734;289.830508474576;imputed_nearest_neighbour;888.7736568077734
62120C682;8;;;;107;;234025;imputed_nearest_neighbour;1279.1430230923172;174.64552238806;imputed_nearest_neighbour;1279.1430230923172
62120C692;1;;;;460;;210000;imputed_nearest_neighbour;1203.0302293828374;440.713536201469;imputed_nearest_neighbour;1203.0302293828374
62120D002;1;;;;234;;167000;imputed_nearest_neighbour;370.8451150173458;521.875;imputed_nearest_neighbour;370.8451150173458
62120D021;3;;;;358;;167000;imputed_nearest_neighbour;273.3693404281585;521.875;imputed_nearest_neighbour;273.3693404281585
62120D192;;;;;;;329000;imputed_nearest_neighbour;427.54995017131824;885.598923283984;imputed_nearest_neighbour;427.54995017131824
62120D0PN;1;;;;831;;184000;imputed_nearest_neighbour;577.1409617656867;797.399783315276;imputed_nearest_neighbour;577.1409617656867
62120D191;2;;;;157;;164500;imputed_nearest_neighbour;616.619129067546;548.333333333333;imputed_nearest_neighbour;616.619129067546
62120D291;1;;;;1223;;170000;imputed_nearest_neighbour;472.2295255607332;320.15065913371;imputed_nearest_neighbour;472.2295255607332
62120D591;;;;;;;251500;imputed_nearest_neighbour;330.63565186643456;343.814080656186;imputed_nearest_neighbour;330.63565186643456
62121A082;;;;;;;399500;imputed_nearest_neighbour;298.98279374754986;414.84942886812;imputed_nearest_neighbour;298.98279374754986
62121A091;1;;;;798;;265000;imputed_nearest_neighbour;881.9299251145386;526.315789473684;imputed_nearest_neighbour;881.9299251145386
62121A185;;;;;;;370000;imputed_nearest_neighbour;606.1427337792633;292.028413575375;imputed_nearest_neighbour;606.1427337792633
62121A196;;;;;;;467000;imputed_nearest_neighbour;1173.124399797849;244.246861924686;imputed_nearest_neighbour;1173.124399797849
63045A03-;3;;;;1530;;165000;imputed_nearest_neighbour;1329.2664662331565;368.509212730318;imputed_nearest_neighbour;1329.2664662331565
62121B022;3;;;;240;;212000;imputed_nearest_neighbour;846.9098256781183;445.846477392219;imputed_nearest_neighbour;846.9098256781183
62121B081;;;;;;;276000;imputed_nearest_neighbour;1437.1148525115289;483.786152497809;imputed_nearest_neighbour;1437.1148525115289
63045A04-;;;;;;;165000;imputed_nearest_neighbour;2163.37528779637;368.509212730318;imputed_nearest_neighbour;2163.37528779637
62121B091;;;;;;;212000;imputed_nearest_neighbour;1040.8873096564867;445.846477392219;imputed_nearest_neighbour;1040.8873096564867
62121B190;;;;;;;323400;imputed_nearest_neighbour;691.8199031472649;473.846153846154;imputed_nearest_neighbour;691.8199031472649
63045A090;4;;;;1076.5;;165000;imputed_nearest_neighbour;867.8486617188596;368.509212730318;imputed_nearest_neighbour;867.8486617188596
62121B383;;;;;;;276000;imputed_nearest_neighbour;953.2925279724556;483.786152497809;imputed_nearest_neighbour;953.2925279724556
62121C182;4;;;;943;;340000;imputed_nearest_neighbour;663.255969684215;365.002683843264;imputed_nearest_neighbour;663.255969684215
62121C191;;;;;;;340000;imputed_nearest_neighbour;720.2933342083401;365.002683843264;imputed_nearest_neighbour;720.2933342083401
62121D091;;;;;;;132500;imputed_nearest_neighbour;983.1686237391094;254.807692307692;imputed_nearest_neighbour;983.1686237391094
62122A072;3;;;;105;;116000;imputed_nearest_neighbour;414.5898368500491;539.53488372093;imputed_nearest_neighbour;414.5898368500491
62122A093;;;;;;;116000;imputed_nearest_neighbour;262.0799502357348;539.53488372093;imputed_nearest_neighbour;262.0799502357348
62122A13-;2;;;;426;;209000;imputed_nearest_neighbour;296.28183868677735;178.023850085179;imputed_nearest_neighbour;296.28183868677735
62122A19-;2;;;;1595;;209000;imputed_nearest_neighbour;697.3294719524243;178.023850085179;imputed_nearest_neighbour;697.3294719524243
62122A312;4;;;;638.5;;320000;imputed_nearest_neighbour;482.77436515282864;314.033366045142;imputed_nearest_neighbour;482.77436515282864
62122A391;;;;;;;116000;imputed_nearest_neighbour;810.6967640731837;539.53488372093;imputed_nearest_neighbour;810.6967640731837
62122B19-;1;;;;797;;150000;imputed_nearest_neighbour;306.84208303148995;781.25;imputed_nearest_neighbour;306.84208303148995
62122A50-;2;;;;71.5;;152000;imputed_nearest_neighbour;965.8755355170852;133.802816901408;imputed_nearest_neighbour;965.8755355170852
63001C20-;1;;;;862;;80000;imputed_nearest_neighbour;2270.9681418643218;108.695652173913;imputed_nearest_neighbour;2270.9681418643218
63001C291;3;;;;1025;;80000;imputed_nearest_neighbour;1859.156366366732;108.695652173913;imputed_nearest_neighbour;1859.156366366732
62122B39-;3;;;;1587;;243500;imputed_nearest_neighbour;1362.6948769559262;302.296710117939;imputed_nearest_neighbour;1362.6948769559262
63001A20-;1;;;;183;;185000;imputed_nearest_neighbour;2835.631697062154;274.888558692422;imputed_nearest_neighbour;2835.631697062154
63001B01-;;;;;;;185000;imputed_nearest_neighbour;4795.121219298989;274.888558692422;imputed_nearest_neighbour;4795.121219298989
63001B02-;1;;;;246;;30000;imputed_nearest_neighbour;3845.7668453646593;36.7197062423501;imputed_nearest_neighbour;3845.7668453646593
62122C09-;3;;;;301;;142500;imputed_nearest_neighbour;411.6429433483517;1637.93103448276;imputed_nearest_neighbour;411.6429433483517
